Gene stable ID,Interpro ID,Interpro Description
WBGene00007759,IPR000884,Thrombospondin type-1 (TSP1) repeat
WBGene00007759,IPR036383,Thrombospondin type-1 (TSP1) repeat superfamily
WBGene00007760,IPR018790,Protein of unknown function DUF2358
WBGene00007761,IPR000330,"SNF2-related, N-terminal domain"
WBGene00007761,IPR001650,"Helicase, C-terminal"
WBGene00007761,IPR014001,"Helicase superfamily 1/2, ATP-binding domain"
WBGene00007761,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00007761,IPR038718,"SNF2-like, N-terminal domain superfamily"
WBGene00007762,IPR001878,"Zinc finger, CCHC-type"
WBGene00007762,IPR036875,"Zinc finger, CCHC-type superfamily"
WBGene00007763,IPR004843,"Calcineurin-like phosphoesterase domain, ApaH type"
WBGene00007763,IPR006186,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
WBGene00007763,IPR029052,Metallo-dependent phosphatase-like
WBGene00007764,IPR003961,Fibronectin type III
WBGene00007764,IPR007110,Immunoglobulin-like domain
WBGene00007764,IPR013783,Immunoglobulin-like fold
WBGene00007764,IPR036116,Fibronectin type III superfamily
WBGene00007764,IPR036179,Immunoglobulin-like domain superfamily
WBGene00007765,,
WBGene00007766,,
WBGene00007768,IPR001079,"Galectin, carbohydrate recognition domain"
WBGene00007768,IPR006583,PAN-3 domain
WBGene00007768,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily
WBGene00007769,IPR009819,Pes-10
WBGene00007769,IPR016024,Armadillo-type fold
WBGene00007770,IPR000536,"Nuclear hormone receptor, ligand-binding domain"
WBGene00007770,IPR035500,Nuclear hormone receptor-like domain superfamily
WBGene00007771,IPR011989,Armadillo-like helical
WBGene00007772,IPR013087,Zinc finger C2H2-type
WBGene00007772,IPR036236,Zinc finger C2H2 superfamily
WBGene00007773,,
WBGene00007774,IPR010291,"Ion channel regulatory protein, UNC-93"
WBGene00007774,IPR036259,MFS transporter superfamily
WBGene00007775,IPR001873,Epithelial sodium channel
WBGene00007776,IPR001275,DM DNA-binding domain
WBGene00007776,IPR005173,DMRTA motif
WBGene00007776,IPR026607,DMRT/protein doublesex/protein male abnormal 3
WBGene00007776,IPR036407,DM DNA-binding domain superfamily
WBGene00007777,IPR000719,Protein kinase domain
WBGene00007777,IPR011009,Protein kinase-like domain superfamily
WBGene00007777,IPR017441,"Protein kinase, ATP binding site"
WBGene00007778,IPR011705,BTB/Kelch-associated
WBGene00007779,,
WBGene00007780,IPR001509,NAD-dependent epimerase/dehydratase
WBGene00007780,IPR036291,NAD(P)-binding domain superfamily
WBGene00007784,IPR003593,AAA+ ATPase domain
WBGene00007784,IPR010339,"TIP49, P-loop domain"
WBGene00007784,IPR027238,RuvB-like
WBGene00007784,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00007784,IPR037938,RuvB-like helicase 1
WBGene00007784,IPR041048,"RuvB-like, AAA-lid domain"
WBGene00007785,,
WBGene00007786,IPR011990,Tetratricopeptide-like helical domain superfamily
WBGene00007786,IPR013026,Tetratricopeptide repeat-containing domain
WBGene00007786,IPR019734,Tetratricopeptide repeat
WBGene00007787,IPR003226,Metal-dependent protein hydrolase
WBGene00007788,,
WBGene00007789,,
WBGene00007791,IPR000719,Protein kinase domain
WBGene00007791,IPR011009,Protein kinase-like domain superfamily
WBGene00007792,IPR009658,Domain of unknown function DUF1248
WBGene00007792,IPR016181,Acyl-CoA N-acyltransferase
WBGene00007793,IPR009658,Domain of unknown function DUF1248
WBGene00007793,IPR016181,Acyl-CoA N-acyltransferase
WBGene00007794,IPR009658,Domain of unknown function DUF1248
WBGene00007795,IPR009658,Domain of unknown function DUF1248
WBGene00007795,IPR016181,Acyl-CoA N-acyltransferase
WBGene00007796,IPR000626,Ubiquitin-like domain
WBGene00007796,IPR029071,Ubiquitin-like domain superfamily
WBGene00007797,,
WBGene00007799,IPR000742,EGF-like domain
WBGene00007799,IPR001791,Laminin G domain
WBGene00007799,IPR013320,Concanavalin A-like lectin/glucanase domain superfamily
WBGene00007799,,
WBGene00007800,IPR002035,"von Willebrand factor, type A"
WBGene00007800,IPR036465,von Willebrand factor A-like domain superfamily
WBGene00007801,IPR002110,Ankyrin repeat
WBGene00007801,IPR005821,Ion transport domain
WBGene00007801,IPR020683,Ankyrin repeat-containing domain
WBGene00007801,IPR036770,Ankyrin repeat-containing domain superfamily
WBGene00007802,IPR001507,Zona pellucida domain
WBGene00007802,IPR003609,PAN/Apple domain
WBGene00007804,,
WBGene00007805,IPR001304,C-type lectin-like
WBGene00007805,IPR016186,C-type lectin-like/link domain superfamily
WBGene00007805,IPR016187,C-type lectin fold
WBGene00007806,IPR001304,C-type lectin-like
WBGene00007806,IPR016186,C-type lectin-like/link domain superfamily
WBGene00007806,IPR016187,C-type lectin fold
WBGene00007807,IPR003366,CUB-like domain
WBGene00007808,IPR000615,Bestrophin
WBGene00007808,IPR021134,Bestrophin/UPF0187
WBGene00007809,,
WBGene00007810,IPR011009,Protein kinase-like domain superfamily
WBGene00007810,IPR012877,Uncharacterised  oxidoreductase Dhs-27
WBGene00007810,IPR015897,CHK kinase-like
WBGene00007811,IPR011009,Protein kinase-like domain superfamily
WBGene00007811,IPR012877,Uncharacterised  oxidoreductase Dhs-27
WBGene00007811,IPR015897,CHK kinase-like
WBGene00007812,IPR000850,Adenylate kinase/UMP-CMP kinase
WBGene00007812,IPR006266,UMP-CMP kinase
WBGene00007812,IPR027417,P-loop containing nucleoside triphosphate hydrolase
WBGene00007812,IPR033690,"Adenylate kinase, conserved site"
WBGene00007813,IPR003347,JmjC domain
WBGene00007816,IPR001841,"Zinc finger, RING-type"
WBGene00007816,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
WBGene00007817,,
WBGene00007818,,
WBGene00007819,,
WBGene00007820,IPR001304,C-type lectin-like
WBGene00007820,IPR016186,C-type lectin-like/link domain superfamily
WBGene00007820,IPR016187,C-type lectin fold
WBGene00007822,IPR001304,C-type lectin-like
WBGene00007822,IPR016186,C-type lectin-like/link domain superfamily
WBGene00007822,IPR016187,C-type lectin fold
WBGene00007823,IPR003609,PAN/Apple domain
WBGene00007824,IPR001078,"2-oxoacid dehydrogenase acyltransferase, catalytic domain"
WBGene00007824,IPR023213,Chloramphenicol acetyltransferase-like domain superfamily
WBGene00007824,IPR036625,E3-binding domain superfamily
WBGene00007825,IPR012336,Thioredoxin-like fold
WBGene00007825,IPR013766,Thioredoxin domain
WBGene00007825,IPR017937,"Thioredoxin, conserved site"
WBGene00007825,IPR036249,Thioredoxin-like superfamily
WBGene00007826,,
WBGene00007827,,
WBGene00007829,IPR002656,Acyltransferase 3
WBGene00007829,IPR006621,"Nose resistant-to-fluoxetine protein, N-terminal"
WBGene00007831,IPR019420,"7TM GPCR, serpentine receptor class bc (Srbc)"
WBGene00007832,IPR019420,"7TM GPCR, serpentine receptor class bc (Srbc)"
WBGene00007833,IPR002656,Acyltransferase 3
WBGene00007833,IPR006621,"Nose resistant-to-fluoxetine protein, N-terminal"
WBGene00007834,IPR005047,"7TM GPCR, serpentine receptor class xa (Srxa)"
WBGene00007835,IPR002656,Acyltransferase 3
WBGene00007835,IPR006621,"Nose resistant-to-fluoxetine protein, N-terminal"
WBGene00007836,IPR006139,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"
WBGene00007836,IPR006140,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain"
WBGene00007836,IPR029752,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site 1"
WBGene00007836,IPR029753,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain conserved site"
WBGene00007836,IPR036291,NAD(P)-binding domain superfamily
WBGene00007837,IPR001810,F-box domain
WBGene00007837,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00007837,IPR036047,F-box-like domain superfamily
WBGene00007837,IPR040161,F-box A protein FB155/FB224
WBGene00007837,IPR041426,"Mos1 transposase, HTH domain"
WBGene00007840,IPR000697,WH1/EVH1 domain
WBGene00007840,IPR011993,PH-like domain superfamily
WBGene00007841,,
WBGene00007842,IPR019428,"7TM GPCR, serpentine receptor class r (Str)"
WBGene00007844,IPR000494,Receptor L-domain
WBGene00007844,IPR036941,Receptor L-domain superfamily
WBGene00007845,,
WBGene00007846,IPR019159,"CCDC93, coiled-coil domain"
WBGene00007846,IPR039116,Coiled-coil domain-containing protein 93
WBGene00007847,IPR019159,"CCDC93, coiled-coil domain"
WBGene00007847,IPR039116,Coiled-coil domain-containing protein 93
WBGene00007848,IPR001199,Cytochrome b5-like heme/steroid binding domain
WBGene00007848,IPR018506,"Cytochrome b5, heme-binding site"
WBGene00007848,IPR036400,Cytochrome b5-like heme/steroid binding domain superfamily
WBGene00007849,IPR000195,Rab-GTPase-TBC domain
WBGene00007849,IPR001849,Pleckstrin homology domain
WBGene00007849,IPR011047,Quinoprotein alcohol dehydrogenase-like superfamily
WBGene00007849,IPR011993,PH-like domain superfamily
WBGene00007849,IPR015943,WD40/YVTN repeat-like-containing domain superfamily
WBGene00007849,IPR035969,Rab-GTPase-TBC domain superfamily
WBGene00007850,,
WBGene00007851,IPR001304,C-type lectin-like
WBGene00007851,IPR016186,C-type lectin-like/link domain superfamily
WBGene00007851,IPR016187,C-type lectin fold
WBGene00007852,,
WBGene00007853,,
WBGene00007854,IPR010463,Protein of unknown function DUF1057
WBGene00007854,IPR029058,Alpha/Beta hydrolase fold
WBGene00007855,,
WBGene00007856,,
WBGene00007857,IPR006862,Acyl-CoA thioester hydrolase/bile acid-CoA amino acid N-acetyltransferase
WBGene00007857,IPR014940,BAAT/Acyl-CoA thioester hydrolase C-terminal
WBGene00007857,IPR016662,"Acyl-CoA thioesterase, long chain"
WBGene00007857,IPR029058,Alpha/Beta hydrolase fold
WBGene00007857,IPR042490,"Acyl-CoA thioester hydrolase/BAAT, N-terminal"
WBGene00007858,,
WBGene00007859,IPR026299,Mitochondrial 28S ribosomal protein S31
WBGene00007860,IPR019143,"JNK/Rab-associated protein-1, N-terminal"
WBGene00007860,IPR021563,"Rab interacting lysosomal protein, dimerization domain"
WBGene00007860,IPR034743,RH1 domain
WBGene00007860,IPR034744,RH2 domain
WBGene00007861,,
WBGene00007862,IPR000210,BTB/POZ domain
WBGene00007862,IPR003131,Potassium channel tetramerisation-type BTB domain
WBGene00007862,IPR003968,"Potassium channel, voltage dependent, Kv"
WBGene00007862,IPR003971,"Potassium channel, voltage dependent, Kv9"
WBGene00007862,IPR005821,Ion transport domain
WBGene00007862,IPR011333,SKP1/BTB/POZ domain superfamily
WBGene00007862,IPR027359,Voltage-dependent channel domain superfamily
WBGene00007862,IPR028325,Voltage-gated potassium channel
WBGene00007863,,
WBGene00007864,IPR003366,CUB-like domain
WBGene00007864,IPR035914,"Spermadhesin, CUB domain superfamily"
WBGene00007865,IPR018817,"7TM GPCR, serpentine receptor class z (Srz)"
WBGene00007866,IPR003366,CUB-like domain
WBGene00007867,IPR003366,CUB-like domain
WBGene00007868,IPR003677,Domain of unknown function DUF148
WBGene00007869,IPR003677,Domain of unknown function DUF148
WBGene00007871,IPR003677,Domain of unknown function DUF148
WBGene00007872,IPR003366,CUB-like domain
WBGene00007873,IPR003366,CUB-like domain
WBGene00007874,IPR003677,Domain of unknown function DUF148
WBGene00007875,IPR003366,CUB-like domain
WBGene00007876,IPR003366,CUB-like domain
WBGene00007877,IPR002110,Ankyrin repeat
WBGene00007877,IPR020683,Ankyrin repeat-containing domain
WBGene00007877,IPR028320,RelA-associated inhibitor
WBGene00007877,IPR036770,Ankyrin repeat-containing domain superfamily
WBGene00007878,IPR019402,Frag1/DRAM/Sfk1
WBGene00007880,IPR006806,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
WBGene00007881,,
WBGene00007882,,
WBGene00007883,,
WBGene00007885,IPR002213,UDP-glucuronosyl/UDP-glucosyltransferase
WBGene00007885,IPR035595,"UDP-glycosyltransferase family, conserved site"
WBGene00007886,IPR001279,Metallo-beta-lactamase
WBGene00007886,IPR036866,Ribonuclease Z/Hydroxyacylglutathione hydrolase-like
WBGene00007887,IPR016024,Armadillo-type fold
WBGene00007887,IPR032675,Leucine-rich repeat domain superfamily
WBGene00007888,IPR001534,Transthyretin-like
WBGene00007888,IPR038479,Transthyretin-like superfamily
WBGene00007890,,
WBGene00007891,,
WBGene00007892,,
WBGene00007893,,
WBGene00007894,,
WBGene00007895,,
WBGene00007896,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00007897,IPR016187,C-type lectin fold
WBGene00007898,,
WBGene00007900,,
WBGene00007901,,
WBGene00007903,IPR006201,Neurotransmitter-gated ion-channel
WBGene00007903,IPR006202,Neurotransmitter-gated ion-channel ligand-binding domain
WBGene00007903,IPR036734,Neurotransmitter-gated ion-channel ligand-binding domain superfamily
WBGene00007904,IPR006102,"Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich"
WBGene00007904,IPR008979,Galactose-binding-like domain superfamily
WBGene00007904,IPR013783,Immunoglobulin-like fold
WBGene00007904,IPR017853,Glycoside hydrolase superfamily
WBGene00007904,IPR036156,Beta-Galactosidase/glucuronidase domain superfamily
WBGene00007904,IPR041625,"Beta-mannosidase, Ig-fold domain"
WBGene00007905,,
WBGene00007906,,
WBGene00007907,IPR001766,Fork head domain
WBGene00007907,IPR036388,Winged helix-like DNA-binding domain superfamily
WBGene00007907,IPR036390,Winged helix DNA-binding domain superfamily
WBGene00007908,IPR019426,"7TM GPCR, serpentine receptor class v (Srv)"
WBGene00007909,,
WBGene00007910,IPR006874,Protein of unknown function DUF621
WBGene00007910,IPR017452,"GPCR, rhodopsin-like, 7TM"
WBGene00007911,,
WBGene00007912,IPR002013,SAC domain
WBGene00007912,IPR043573,Polyphosphoinositide phosphatase Fig4-like
WBGene00007913,IPR001128,Cytochrome P450
WBGene00007913,IPR002401,"Cytochrome P450, E-class, group I"
WBGene00007913,IPR017972,"Cytochrome P450, conserved site"
WBGene00007913,IPR036396,Cytochrome P450 superfamily
WBGene00007914,IPR001965,"Zinc finger, PHD-type"
WBGene00007914,IPR002717,"Histone acetyltransferase domain, MYST-type"
WBGene00007914,IPR011011,"Zinc finger, FYVE/PHD-type"
WBGene00007914,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
WBGene00007914,IPR016181,Acyl-CoA N-acyltransferase
WBGene00007914,IPR036388,Winged helix-like DNA-binding domain superfamily
WBGene00007916,IPR000742,EGF-like domain
WBGene00007916,IPR005018,DOMON domain
WBGene00007917,IPR000172,"Glucose-methanol-choline oxidoreductase, N-terminal"
WBGene00007917,IPR007867,"Glucose-methanol-choline oxidoreductase, C-terminal"
WBGene00007917,IPR012132,Glucose-methanol-choline oxidoreductase
WBGene00007917,IPR027424,"Glucose Oxidase, domain 2"
WBGene00007917,IPR036188,FAD/NAD(P)-binding domain superfamily
WBGene00007918,IPR001206,"Diacylglycerol kinase, catalytic domain"
WBGene00007918,IPR016064,NAD kinase/diacylglycerol kinase-like domain superfamily
WBGene00007918,IPR017438,"Inorganic polyphosphate/ATP-NAD kinase, N-terminal"
WBGene00007919,,
WBGene00007920,IPR009689,Protein of unknown function DUF1280
WBGene00007921,,
WBGene00007922,IPR004843,"Calcineurin-like phosphoesterase domain, ApaH type"
WBGene00007922,IPR006186,Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase
WBGene00007922,IPR029052,Metallo-dependent phosphatase-like
WBGene00007923,IPR020309,"Uncharacterised protein family, CD034/YQF4"
WBGene00007924,IPR001611,Leucine-rich repeat
WBGene00007924,IPR003591,"Leucine-rich repeat, typical subtype"
WBGene00007924,IPR032675,Leucine-rich repeat domain superfamily
WBGene00007925,IPR001251,CRAL-TRIO lipid binding domain
WBGene00007925,IPR009038,GOLD domain
WBGene00007925,IPR036865,CRAL-TRIO lipid binding domain superfamily
WBGene00007926,IPR003609,PAN/Apple domain
WBGene00007927,IPR000740,GrpE nucleotide exchange factor
WBGene00007927,IPR009012,"GrpE nucleotide exchange factor, head"
WBGene00007927,IPR013805,"GrpE nucleotide exchange factor, coiled-coil"
WBGene00007928,,
WBGene00007929,IPR001275,DM DNA-binding domain
WBGene00007929,IPR026607,DMRT/protein doublesex/protein male abnormal 3
WBGene00007929,IPR036407,DM DNA-binding domain superfamily
WBGene00007930,IPR001275,DM DNA-binding domain
WBGene00007930,IPR026607,DMRT/protein doublesex/protein male abnormal 3
WBGene00007930,IPR036407,DM DNA-binding domain superfamily
WBGene00007931,,
WBGene00007932,IPR004827,Basic-leucine zipper domain
WBGene00007932,,
WBGene00007933,,
WBGene00007934,IPR036846,"GM2-AP, lipid-recognition domain superfamily"
WBGene00007935,IPR001132,"SMAD domain, Dwarfin-type"
WBGene00007935,IPR008984,SMAD/FHA domain superfamily
WBGene00007935,IPR017855,SMAD-like domain superfamily
WBGene00007937,,
WBGene00007938,IPR002223,Pancreatic trypsin inhibitor Kunitz domain
WBGene00007938,IPR006150,Cysteine-rich repeat
WBGene00007938,IPR028150,"Lustrin, cysteine-rich repeated"
WBGene00007938,IPR036880,Pancreatic trypsin inhibitor Kunitz domain superfamily
WBGene00007939,,
WBGene00007941,IPR018801,E3 ubiquitin-protein ligase TM129
WBGene00007942,IPR004790,Isocitrate dehydrogenase NADP-dependent
WBGene00007942,IPR019818,"Isocitrate/isopropylmalate dehydrogenase, conserved site"
WBGene00007942,IPR024084,Isopropylmalate dehydrogenase-like domain
WBGene00007943,IPR018200,"Ubiquitin specific protease, conserved site"
WBGene00007943,IPR028881,PAN2 domain
WBGene00007943,IPR028889,Ubiquitin specific protease domain
WBGene00007943,IPR038765,Papain-like cysteine peptidase superfamily
WBGene00007944,IPR003961,Fibronectin type III
WBGene00007944,IPR013783,Immunoglobulin-like fold
WBGene00007944,IPR036116,Fibronectin type III superfamily
WBGene00007945,,
WBGene00007946,IPR002213,UDP-glucuronosyl/UDP-glucosyltransferase
WBGene00007947,IPR011701,Major facilitator superfamily
WBGene00007947,IPR020846,Major facilitator superfamily domain
WBGene00007947,IPR036259,MFS transporter superfamily
WBGene00007948,IPR000535,Major sperm protein (MSP) domain
WBGene00007948,IPR008962,PapD-like superfamily
WBGene00007948,IPR013783,Immunoglobulin-like fold
WBGene00007949,IPR008166,Glycosyltransferase family 92
WBGene00007950,IPR019510,"Protein kinase A anchor protein, nuclear localisation signal domain"
WBGene00007950,,
WBGene00007951,IPR000276,"G protein-coupled receptor, rhodopsin-like"
WBGene00007951,IPR017452,"GPCR, rhodopsin-like, 7TM"
WBGene00007951,IPR019427,"7TM GPCR, serpentine receptor class w (Srw)"
WBGene00007952,IPR011989,Armadillo-like helical
WBGene00007952,IPR016024,Armadillo-type fold
WBGene00007953,IPR000286,Histone deacetylase family
WBGene00007953,IPR023696,Ureohydrolase domain superfamily
WBGene00007953,IPR023801,Histone deacetylase domain
WBGene00007953,IPR037138,Histone deacetylase domain superfamily
WBGene00007954,IPR003137,PA domain
WBGene00007954,IPR007365,"Transferrin receptor-like, dimerisation domain"
WBGene00007954,IPR007484,Peptidase M28
WBGene00007954,IPR036757,"Transferrin receptor-like, dimerisation domain superfamily"
WBGene00007954,IPR039373,Glutamate carboxypeptidase 2-like
WBGene00007955,IPR011893,"Selenoprotein, Rdx-type"
WBGene00007955,IPR019389,Selenoprotein T
WBGene00007955,IPR036249,Thioredoxin-like superfamily
WBGene00007956,IPR013935,"TRAPP II complex, Trs120"
WBGene00007957,,
WBGene00007958,,
WBGene00007959,IPR026508,Transmembrane protein 164
WBGene00007960,IPR003100,PAZ domain
WBGene00007960,IPR036085,PAZ domain superfamily
WBGene00007961,IPR000571,"Zinc finger, CCCH-type"
WBGene00007961,IPR036855,"Zinc finger, CCCH-type superfamily"
WBGene00007963,IPR001128,Cytochrome P450
WBGene00007963,IPR002401,"Cytochrome P450, E-class, group I"
WBGene00007963,IPR017972,"Cytochrome P450, conserved site"
WBGene00007963,IPR036396,Cytochrome P450 superfamily
WBGene00007964,IPR001128,Cytochrome P450
WBGene00007964,IPR002401,"Cytochrome P450, E-class, group I"
WBGene00007964,IPR017972,"Cytochrome P450, conserved site"
WBGene00007964,IPR036396,Cytochrome P450 superfamily
WBGene00007965,IPR002618,UDPGP family
WBGene00007965,IPR029044,Nucleotide-diphospho-sugar transferases
WBGene00007965,IPR039741,UDP-sugar pyrophosphorylase
WBGene00007966,IPR026074,Microtubule associated protein 1
WBGene00007967,IPR001128,Cytochrome P450
WBGene00007967,IPR002401,"Cytochrome P450, E-class, group I"
WBGene00007967,IPR017972,"Cytochrome P450, conserved site"
WBGene00007967,IPR036396,Cytochrome P450 superfamily
WBGene00007969,IPR000873,AMP-dependent synthetase/ligase
WBGene00007969,IPR011904,Acetate-CoA ligase
WBGene00007969,IPR020845,"AMP-binding, conserved site"
WBGene00007969,IPR025110,"AMP-binding enzyme, C-terminal domain"
WBGene00007969,IPR032387,"Acetyl-coenzyme A synthetase, N-terminal domain"
WBGene00007969,IPR042099,AMP-dependent synthetase-like superfamily
WBGene00007970,,
WBGene00007971,IPR011262,"DNA-directed RNA polymerase, insert domain"
WBGene00007971,IPR011263,"DNA-directed RNA polymerase, RpoA/D/Rpb3-type"
WBGene00007971,IPR036603,"RNA polymerase, RBP11-like subunit"
WBGene00007971,IPR036643,"DNA-directed RNA polymerase, insert domain superfamily"
WBGene00007972,IPR001680,WD40 repeat
WBGene00007972,IPR014906,Pre-mRNA processing factor 4 (PRP4)-like
WBGene00007972,IPR015943,WD40/YVTN repeat-like-containing domain superfamily
WBGene00007972,IPR017986,WD40-repeat-containing domain
WBGene00007972,IPR019775,"WD40 repeat, conserved site"
WBGene00007972,IPR020472,G-protein beta WD-40 repeat
WBGene00007972,IPR036285,PRP4-like superfamily
WBGene00007972,IPR036322,WD40-repeat-containing domain superfamily
WBGene00007973,,
WBGene00007974,IPR001796,Dihydrofolate reductase domain
WBGene00007974,IPR012259,Dihydrofolate reductase
WBGene00007974,IPR017925,Dihydrofolate reductase conserved site
WBGene00007974,IPR024072,Dihydrofolate reductase-like domain superfamily
WBGene00007975,,
WBGene00007976,IPR001841,"Zinc finger, RING-type"
WBGene00007976,IPR013083,"Zinc finger, RING/FYVE/PHD-type"
WBGene00007976,IPR017907,"Zinc finger, RING-type, conserved site"
WBGene00007976,IPR027370,"RING-type zinc-finger, LisH dimerisation motif"
WBGene00007977,IPR000719,Protein kinase domain
WBGene00007977,IPR008271,"Serine/threonine-protein kinase, active site"
WBGene00007977,IPR011009,Protein kinase-like domain superfamily
WBGene00007978,,
WBGene00007979,IPR006639,Presenilin/signal peptide peptidase
WBGene00007979,IPR007369,"Peptidase A22B, signal peptide peptidase"
WBGene00007980,IPR007991,RNA polymerase I specific transcription initiation factor RRN3
WBGene00007981,IPR009050,Globin-like superfamily
WBGene00007981,IPR012292,Globin/Protoglobin
WBGene00007982,IPR031152,Plexin domain-containing protein
WBGene00007983,IPR001060,FCH domain
WBGene00007983,IPR001452,SH3 domain
WBGene00007983,IPR027267,AH/BAR domain superfamily
WBGene00007983,IPR031160,F-BAR domain
WBGene00007983,IPR036028,SH3-like domain superfamily
WBGene00007984,IPR001356,Homeobox domain
WBGene00007984,IPR003893,Iroquois-class homeodomain protein
WBGene00007984,IPR008422,Homeobox KN domain
WBGene00007984,IPR009057,Homeobox-like domain superfamily
WBGene00007984,IPR017970,"Homeobox, conserved site"
WBGene00007985,IPR002110,Ankyrin repeat
WBGene00007985,IPR020683,Ankyrin repeat-containing domain
WBGene00007985,IPR036770,Ankyrin repeat-containing domain superfamily
WBGene00007986,IPR004296,DUF236 repeat
WBGene00007987,IPR000535,Major sperm protein (MSP) domain
WBGene00007987,IPR008962,PapD-like superfamily
WBGene00007987,IPR013783,Immunoglobulin-like fold
WBGene00007988,IPR000615,Bestrophin
WBGene00007988,IPR021134,Bestrophin/UPF0187
WBGene00007989,,
WBGene00007990,,
WBGene00007991,IPR028564,tRNA methyltransferase TRM10-type domain
WBGene00007992,,
WBGene00007993,IPR004434,Isocitrate dehydrogenase NAD-dependent
WBGene00007993,IPR019818,"Isocitrate/isopropylmalate dehydrogenase, conserved site"
WBGene00007993,IPR024084,Isopropylmalate dehydrogenase-like domain
WBGene00007994,IPR006838,FAR-17a/AIG1-like protein
WBGene00007995,IPR006838,FAR-17a/AIG1-like protein
WBGene00007996,,
WBGene00007997,IPR004151,"7TM GPCR, serpentine receptor class e (Sre)"
WBGene00007998,,
WBGene00007999,,
WBGene00008000,IPR011701,Major facilitator superfamily
WBGene00008000,IPR020846,Major facilitator superfamily domain
WBGene00008000,IPR036259,MFS transporter superfamily
WBGene00008001,IPR007465,Protein of unknown function DUF508
WBGene00008002,,
WBGene00008003,,
WBGene00008005,,
WBGene00008006,IPR000198,Rho GTPase-activating protein domain
WBGene00008006,IPR001202,WW domain
WBGene00008006,IPR001849,Pleckstrin homology domain
WBGene00008006,IPR008936,Rho GTPase activation protein
WBGene00008006,IPR011993,PH-like domain superfamily
WBGene00008006,IPR036020,WW domain superfamily
WBGene00008007,IPR013087,Zinc finger C2H2-type
WBGene00008008,IPR002052,"DNA methylase, N-6 adenine-specific, conserved site"
WBGene00008008,IPR007848,Methyltransferase small domain
WBGene00008008,IPR029063,S-adenosyl-L-methionine-dependent methyltransferase
WBGene00008009,IPR001810,F-box domain
WBGene00008009,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00008009,IPR040161,F-box A protein FB155/FB224
WBGene00008009,IPR041426,"Mos1 transposase, HTH domain"
WBGene00008010,,
WBGene00008012,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00008014,IPR001810,F-box domain
WBGene00008014,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00008014,IPR040161,F-box A protein FB155/FB224
WBGene00008014,IPR041426,"Mos1 transposase, HTH domain"
WBGene00008015,IPR001810,F-box domain
WBGene00008015,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00008015,IPR040161,F-box A protein FB155/FB224
WBGene00008015,IPR041426,"Mos1 transposase, HTH domain"
WBGene00008016,,
WBGene00008017,IPR001810,F-box domain
WBGene00008017,IPR002900,"Domain of unknown function DUF38, Caenorhabditis species"
WBGene00008017,IPR036047,F-box-like domain superfamily
WBGene00008017,IPR040161,F-box A protein FB155/FB224
WBGene00008018,IPR000195,Rab-GTPase-TBC domain
WBGene00008018,IPR004012,RUN domain
WBGene00008018,IPR021935,"Small G protein signalling modulator 1/2, Rab-binding domain"
WBGene00008018,IPR035969,Rab-GTPase-TBC domain superfamily
WBGene00008018,IPR037213,RUN domain superfamily
WBGene00008018,IPR037745,"Small G protein signalling modulator 1/2, PH domain"
WBGene00008019,IPR003378,Fringe-like
WBGene00008019,IPR026842,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
WBGene00008020,,
WBGene00008021,IPR017452,"GPCR, rhodopsin-like, 7TM"
WBGene00008022,IPR006028,Gamma-aminobutyric acid A receptor/Glycine receptor alpha
WBGene00008022,IPR006029,Neurotransmitter-gated ion-channel transmembrane domain
WBGene00008022,IPR006201,Neurotransmitter-gated ion-channel
WBGene00008022,IPR006202,Neurotransmitter-gated ion-channel ligand-binding domain
WBGene00008022,IPR018000,"Neurotransmitter-gated ion-channel, conserved site"
WBGene00008022,IPR036719,Neurotransmitter-gated ion-channel transmembrane domain superfamily
WBGene00008022,IPR036734,Neurotransmitter-gated ion-channel ligand-binding domain superfamily
WBGene00008023,,
WBGene00008024,,
WBGene00008025,,
WBGene00008027,IPR001283,Cysteine-rich  secretory protein-related
WBGene00008027,IPR002413,Venom allergen 5-like
WBGene00008027,IPR014044,CAP domain
WBGene00008027,IPR035940,CAP superfamily
